course_code,course_title,department
PROCTECH 4TR3,Capstone Design Project II,PROCTECH
PSYCH 1FF3,Survey of Biological Basis of Psychology,PSYCH
PSYCH 1X03,"Introduction to Psychology, Neuroscience & Behaviour",PSYCH
PSYCH 2AA3,Child Development,PSYCH
PSYCH 2AP3,Psychological Perspectives on Mental Health,PSYCH
PSYCH 2B03,Personality,PSYCH
PSYCH 2C03,Social Psychology,PSYCH
PSYCH 2GG3,"Learning, Measuring, and Shaping Behaviour",PSYCH
PSYCH 2H03,Human Learning and Cognition,PSYCH
PSYCH 3A03,Audition,PSYCH
PSYCH 3AB3,Adolescent Psychology,PSYCH
PSYCH 3B03,Special Populations,PSYCH
PSYCH 3BA3,Positive Psychology,PSYCH
PSYCH 3C03,Child Language Acquisition,PSYCH
PSYCH 3D03,The Multisensory Mind,PSYCH
PSYCH 3FA3,Neuroscience of Learning and Memory,PSYCH
PSYCH 3M03,Motivation and Emotion,PSYCH
PSYCH 3SP3,The Science of Performance,PSYCH
PSYCH 3T03,Behavioural Ecology,PSYCH
PSYCH 3TT3,Science of Teaching and Learning,PSYCH
PSYCH 3VV3,Human Memory,PSYCH
PSYCH 3WA3,The Mind as a Work of Art,PSYCH
RUSSIAN 1BL3,Beginner Russian Language I,RUSSIAN
RUSSIAN 2G03,Masterpieces of Russian Literature in Film and TV Series (Taught in English),RUSSIAN
SCAR 1SC3,"The Big Questions: Introduction to Society, Culture & Religion",SCAR
SCAR 2AA3,Introduction to Modern Standard Arabic,SCAR
SCAR 2AP3,"Apocalypse, Then and Now",SCAR
SCAR 2BB3,Images of the Divine Feminine,SCAR
SCAR 2BM3,Magic and the Power of Ritual,SCAR
SCAR 2K03,What is Buddhism?,SCAR
SCAR 2M03,Death and Dying: Comparative Views,SCAR
SCAR 2MW3,"Religion, Magic and Witchcraft",SCAR
SCAR 2SP3,Sport and/as Religion,SCAR
SCAR 2TA3,Islam in North America,SCAR
SCAR 3AR3,Culture and Religion,SCAR
SCAR 3E03,Japanese Film and Religion,SCAR
SCAR 3F03,Approaches to the Study of Religion,SCAR
SCAR 3RL3,Religion and Law,SCAR
SCAR 3S03,The East Asian Religious Tradition,SCAR
SCAR 4Q03,"Advanced Readings in Society, Culture and Religion",SCAR
SCAR 4R06A,Honours Thesis,SCAR
SCAR 4SC3,"Society, Culture & Religion Seminar",SCAR
SCICOMM 2A03,Foundations in Science Communication,SCICOMM
SCICOMM 3P03,Communicating Science for Public Audiences,SCICOMM
SCICOMM 4A03,Independent Project in Science Communication,SCICOMM
SCIENCE 1A03,Investigating Science: Opportunities & Experiences,SCIENCE
SCIENCE 1SA1A,Science Colloquia,SCIENCE
SCIENCE 1SA1S,Science Colloquia,SCIENCE
SCIENCE 1SB1S,Science Research Volunteer,SCIENCE
SCIENCE 1SC1,Graduate Student Shadowing,SCIENCE
SCIENCE 2C00,Skills for Career Success in Science,SCIENCE
SCIENCE 2D00,Skills for Career Success in Biochemistry,SCIENCE
SCIENCE 2DL1,Design Your Science Career,SCIENCE
SCIENCE 2EP3A,Applied Placement,SCIENCE
SCIENCE 2EP3S,Applied Placement,SCIENCE
SCIENCE 2RI3,Research Innovation in Science (RIS) Startup Development,SCIENCE
SCIENCE 2RP3A,Research Placement,SCIENCE
SCIENCE 2RP3S,Research Placement,SCIENCE
SCIENCE 2SA1,Scientific Research Skills Workshop,SCIENCE
SCIENCE 2SG1,Scientific Research Group,SCIENCE
SCIENCE 2XR3,External Research Challenge I,SCIENCE
SCIENCE 3C00,Advanced Job Search Skills For Science Co-op Students,SCIENCE
SCIENCE 3D00,Advanced Job Search Skills For Co-op Students,SCIENCE
SCIENCE 3EP3A,Applied Science Placement,SCIENCE
SCIENCE 3EP3S,Applied Science Placement,SCIENCE
SCIENCE 3EX6A,Applied Science Placement,SCIENCE
SCIENCE 3IE0,Undergraduate Science Internship,SCIENCE
SCIENCE 3IF0,Undergraduate Science Internship,SCIENCE
SCIENCE 3IG0,Undergraduate Science Internship,SCIENCE
SCIENCE 3IH0,Undergraduate Science Internship,SCIENCE
SCIENCE 3RP3A,Research Practicum,SCIENCE
SCIENCE 3RP3S,Research Practicum,SCIENCE
SCIENCE 3WT0,Science Co-op Work Term,SCIENCE
SCIENCE 3WW0,Science Co-op Work Term,SCIENCE
SCIENCE 3XR3,External Research Challenge II,SCIENCE
SCIENCE 4WT0,Science Co-op Work Term,SCIENCE
SCIENCE 4WW0,Science Co-op Work Term,SCIENCE
SCIENCE 5WT0,Science Co-op Work Term,SCIENCE
SCIENCE 5WW0,Science Co-op Work Term,SCIENCE
SFGNTECH 3EE3,Engineering Economics,SFGNTECH
SFGNTECH 3FS3,Financial Systems,SFGNTECH
SFGNTECH 3MP3,Management Principles,SFGNTECH
SFGNTECH 4EM3,Legal and Regulatory Issues,SFGNTECH
SFGNTECH 4EN3,Entrepreneurial Thinking and Innovation,SFGNTECH
SFGNTECH 4MO3,Operations Management,SFGNTECH
SFGNTECH 4PM3,Project Management,SFGNTECH
SFGNTECH 4SE3,Technology Ethics and Sustainability,SFGNTECH
SFGNTECH 4TC3,Technical Communications,SFGNTECH
SFWRBME 5P06A,Integrated Software & Biomedical Engineering Capstone Design Project,SFWRBME
SFWRENG 2DA4,Digital Systems and Interfacing,SFWRENG
SFWRENG 2DM3,Discrete Mathematics with Applications I,SFWRENG
SFWRENG 2OP3,Object-Oriented Programming,SFWRENG
SFWRENG 2XC3,Software Engineering Practice and Experience: Development Basics,SFWRENG
SFWRENG 3BB4,Software Design II - Concurrent System Design,SFWRENG
SFWRENG 3DB3,Databases,SFWRENG
SFWRENG 3GC3,Computer Graphics,SFWRENG
SFWRENG 3K04,Software Development,SFWRENG
SFWRENG 3MX3,Signals and Systems,SFWRENG
SFWRENG 3O03,Linear Optimization,SFWRENG
SFWRENG 3RA3,Software Requirements and Security Considerations,SFWRENG
SFWRENG 4AA4,Real-Time Systems and Control Applications,SFWRENG
SFWRENG 4AL3,Applications of Machine Learning,SFWRENG
SFWRENG 4G06A,Software Design IV - Capstone Design Project,SFWRENG
SFWRENG 4HC3,Human Computer Interfaces,SFWRENG
SFWRENG 4RP3,Research Project,SFWRENG
SFWRENG 4TE3,Continuous Optimization,SFWRENG
SFWRENG 4TH3,Theory of Computation,SFWRENG
SFWRENG 4X03,Scientific Computation,SFWRENG
SFWRTECH 3CS3,Introduction to Cyber Security,SFWRTECH
SFWRTECH 3IT3,Fundamentals of Networking,SFWRTECH
SFWRTECH 3MA3,Contemporary Math for Software Development,SFWRTECH
SFWRTECH 3OS3,Operating Systems,SFWRTECH
SFWRTECH 3PR3,Procedural and Object Oriented Programming Concepts,SFWRTECH
SFWRTECH 3RQ3,Software Requirements and Specification,SFWRTECH
SFWRTECH 3ST3,Probability and Statistics,SFWRTECH
SFWRTECH 4AI3,Artificial Intelligence,SFWRTECH
SFWRTECH 4CC3,Parallel Programming,SFWRTECH
SFWRTECH 4DA3,Data Analytics and Big Data,SFWRTECH
SFWRTECH 4DS3,Data Structures and Algorithms,SFWRTECH
SFWRTECH 4ES3,Real-Time Systems,SFWRTECH
SFWRTECH 4MA3,Numerical Linear Algebra and Numerical Optimization,SFWRTECH
SFWRTECH 4NN3,Neural Networks and Deep Learning,SFWRTECH
SFWRTECH 4NS3,Advanced Network Security,SFWRTECH
SFWRTECH 4SA3,Software Architecture,SFWRTECH
SFWRTECH 4VD3,Videogame Development Technology,SFWRTECH
SMRTTECH 3CC3,Cloud Computing and Internet of Things,SMRTTECH
SMRTTECH 3DE3,Digital Electronics,SMRTTECH
SMRTTECH 4AI3,Artificial Intelligence and Machine Learning,SMRTTECH
SMRTTECH 4SC3,Smart Cities and Communities,SMRTTECH
SOCIOL 1C03,"Canadian Society: Social Problems, Social Policy, and the Law",SOCIOL
SOCIOL 1Z03,An Introduction to Sociology,SOCIOL
SOCIOL 2BB3,Sociological Approaches to Deviance and Crime,SOCIOL
SOCIOL 2CC3,Social Constructions of Criminal and Deviant Behaviours,SOCIOL
SOCIOL 2FF3,The Sociology of 'Race' and Ethnicity,SOCIOL
SOCIOL 2GG3,Sociology of Education,SOCIOL
SOCIOL 2KK3,Introduction to Classical Sociological Theory,SOCIOL
SOCIOL 2PP3,Sociology of Families,SOCIOL
SOCIOL 2T03,Sociology of Sport,SOCIOL
SOCIOL 2TA3,Islam In North America,SOCIOL
SOCIOL 2UU3,Indigenous Ontologies and Ways of Knowing,SOCIOL
SOCIOL 2Z03,Introduction to Sociological Research,SOCIOL
SOCIOL 3DL3,"Digital Lives: Technology, Culture, and Society",SOCIOL
SOCIOL 3FF3,Introduction to Quantitative Research Methods,SOCIOL
SOCIOL 3MM3,Political Sociology,SOCIOL
SOCIOL 3O03,Qualitative Research Methods,SOCIOL
SOCIOL 3U03,Sociology of Sexualities,SOCIOL
SOCIOL 3VV3,The Indian Act: A Social Problem,SOCIOL
SOCIOL 3YY3,Sociology of Globalization,SOCIOL
SOCIOL 4A03,Ethnic/Racial Tensions,SOCIOL
SOCIOL 4AA3,Selected Topics in the Sociology of the Family,SOCIOL
SOCIOL 4CM3,Critical Analysis of Media,SOCIOL
SOCIOL 4DD3,Social Movements and Social Change,SOCIOL
SOCIOL 4FF3,Applications of Quantitative Methods in the Social Sciences,SOCIOL
SOCIOL 4J03,Selected Topics in Sociology I,SOCIOL
SOCIOL 4M03,Directed Research I for Honours Students,SOCIOL
SOCIOL 4MM6A,Directed Research for Honours Students,SOCIOL
SOCIOL 4SI3,"Social Media, Sex, and Inequality in Intimate Relationships",SOCIOL
SOCPSY 1Z03,An Introduction to Social Psychology,SOCPSY
SOCPSY 2B03,Psychology of Well-Being,SOCPSY
SOCPSY 2D03,Making and Breaking Rules,SOCPSY
SOCPSY 2E03,Psychology of Intergroup Relations,SOCPSY
SOCPSY 2F03,Psychology of Close Relationships,SOCPSY
SOCPSY 2YY3,Theories in Social Psychology,SOCPSY
SOCPSY 3C03,Regimes of Social Control,SOCPSY
SOCPSY 3H03,Industrial/Organizational Psychology,SOCPSY
SOCPSY 3K03,Research Experience,SOCPSY
SOCPSY 3M03,Counselling & Psychotherapy,SOCPSY
SOCPSY 3Y03,Applied Social Psychology,SOCPSY
SOCPSY 4A03,Advanced Research Experience,SOCPSY
SOCPSY 4F03,Social Psychology of Crime and the Media,SOCPSY
SOCPSY 4H03,Advanced Topics in Close Relationships,SOCPSY
SOCPSY 4IS3,Independent Research,SOCPSY
SOCPSY 4IS6A,Independent Research,SOCPSY
SOCPSY 4ZZ6A,Social Psychology Research Project,SOCPSY
SOCSCI 1SS3,Inquiry in the Social Sciences,SOCSCI
SOCSCI 1T03,"Life, the University, and Everything",SOCSCI
SOCSCI 2AC3,Financial & Managerial Accounting for Social Sciences,SOCSCI
SOCSCI 2BA3,Introduction to Business Analysis for Social Sciences,SOCSCI
SOCSCI 2EL3,Career Preparation in the Social Sciences,SOCSCI
SOCSCI 2EN3,Entrepreneurial Training for Social Sciences,SOCSCI
SOCSCI 2FD3,Foundations of Disabilities,SOCSCI
SOCSCI 2HR3,Human Resources Management for Social Sciences,SOCSCI
SOCSCI 2J03,Introduction to Statistics,SOCSCI
SOCSCI 2LI3,Legal Implications and Brain Disorders,SOCSCI
SOCSCI 2PN3,Pharmacology for Non-Medical Health Professionals,SOCSCI
SOCSCI 2WT0,Social Sciences Co-op Work Term,SOCSCI
SOCSCI 3EP3,Social Sciences Experiential Project,SOCSCI
SOCSCI 3IF0A,Full-Time Internship,SOCSCI
SOCSCI 3IF0S,Full-Time Internship,SOCSCI
SOCSCI 3IP0A,Part-Time Internship,SOCSCI
SOCSCI 3IP0S,Part-Time Internship,SOCSCI
SOCSCI 3JS1,Co-Op Job Search II,SOCSCI
SOCSCI 3WT0,Social Sciences Co-op Work Term,SOCSCI
SOCSCI 4JS1,Co-Op Job Search III,SOCSCI
SOCSCI 4SD1,Skill Development Project,SOCSCI
SOCSCI 4WT0,Social Sciences Co-op Work Term,SOCSCI
SOCWORK 1AA3,So You Think You Can Help? Introduction to Social Work I,SOCWORK
SOCWORK 2A06A,"Theory, Process and Communication Skills for Social Work",SOCWORK
SOCWORK 2BB3,Anti-Oppressive Social Work,SOCWORK
SOCWORK 3D06A,General Social Work I,SOCWORK
SOCWORK 3DD6A,Field Practicum I,SOCWORK
SOCWORK 3F03,Social Work with Groups,SOCWORK
SOCWORK 4D06A,General Social Work II,SOCWORK
SOCWORK 4D06S,General Social Work II,SOCWORK
SOCWORK 4DD6A,Field Practicum II,SOCWORK
SOCWORK 4DD6S,Field Practicum II,SOCWORK
SOCWORK 4G03,Selected Topics,SOCWORK
SOCWORK 4J03,Social Change: Social Movements and Advocacy,SOCWORK
SOCWORK 4QQ3,Indigenizing Social Work Practice Approaches,SOCWORK
STATS 1LL3,Introduction to Probability and Statistics,STATS
STATS 2B03,Statistical Methods for Science,STATS
STATS 2D03,Introduction to Probability,STATS
STATS 2DA3,An Introduction to Data Science Methods,STATS
STATS 3A03,Applied Regression Analysis with SAS,STATS
STATS 3AT3,Advancing Tomorrow's Actuaries,STATS
STATS 3D03,Mathematical Statistics,STATS
STATS 3G03,Actuarial Mathematics I,STATS
STATS 3J04,Probability and Statistics for Civil Engineering,STATS
STATS 3U03,Stochastic Processes,STATS
STATS 3Y03,Probability and Statistics for Engineering,STATS
STATS 4CI3,Computational Methods for Inference,STATS
STATS 4M03,Multivariate Analysis,STATS
STATS 4T06A,Senior Research Project,STATS
STATS 4W03,Reading in Statistics,STATS
STATS 5GT3,Graduate Level Topics in Statistics,STATS
SUSTAIN 1S03,Introduction to Sustainability,SUSTAIN
SUSTAIN 2GS3,Global Questions in Sustainability,SUSTAIN
SUSTAIN 2S03,Evaluating Problems & Sustainable Solutions,SUSTAIN
SUSTAIN 2SD3,Exploring the United Nations Sustainable Development Goals,SUSTAIN
SUSTAIN 2SS3,Advocating for Sustainability,SUSTAIN
SUSTAIN 3S03,Implementing Sustainable Change,SUSTAIN
TRONBME 5P06A,Integrated Mechatronics & Biomedical Engineering Capstone Design Project,TRONBME
VSR 1A00,Visiting Undergraduate Student Research,VSR
WHMIS 1A00,Introduction to Health and Safety,WHMIS
WILSON 1A03,Introduction to Leadership and Civic Studies,WILSON
WILSON 1SH3,Pathways into Leadership & Civic Engagement,WILSON
WILSON 2C03,"Leadership, Civic Engagement and Contemporary Communication",WILSON
WILSON 2LP0A,Leadership Portfolio: Foundations,WILSON
WORKLABR 1E03,Navigating the World of Work,WORKLABR
WORKLABR 2A03,Unions in Action,WORKLABR
WORKLABR 2J03,Work and Racism,WORKLABR
WORKLABR 2K03,Technology and The Future of Work,WORKLABR
WORKLABR 3A03,Economics of Labour Market Issues,WORKLABR
WORKLABR 3D03,Workers’ Health and Well-Being in a Changing World,WORKLABR
WORKLABR 3K03,On the Move: Workers in a Global World,WORKLABR
WORKLABR 4A03,Work and Labour Studies Practicum,WORKLABR
WORKLABR 4C03,Public Sector Collective Bargaining,WORKLABR
